classe_real,predicao
0.0,0.70345354
0.0,0.18186678
0.0,0.9041328
0.0,0.84341174
0.0,0.98450917
0.0,0.9842104
0.0,0.96716857
0.0,0.7950799
1.0,0.9789589
1.0,0.7767716
0.0,0.9904178
1.0,0.999624
1.0,0.7723905
0.0,0.99517053
0.0,0.6109195
0.0,0.4633175
0.0,0.6154053
0.0,0.8695867
0.0,0.048061155
1.0,0.9998487
0.0,0.8362801
1.0,0.5510428
0.0,0.95694125
0.0,0.9091803
0.0,0.6910356
1.0,0.99952173
0.0,0.8366664
1.0,0.9999486
1.0,0.99310803
1.0,0.29193833
1.0,0.044623874
1.0,0.46352077
1.0,0.99784756
1.0,0.996027
1.0,0.9993118
0.0,0.89027137
1.0,0.999961
1.0,0.03396619
0.0,0.9866883
0.0,0.18951337
0.0,0.95781547
1.0,0.95250404
0.0,0.97624797
1.0,0.99956316
0.0,0.7501732
1.0,0.99513584
0.0,0.98279667
0.0,0.9602177
0.0,0.6381345
1.0,0.82396555
1.0,0.88525134
1.0,0.61874837
0.0,0.9173407
1.0,0.9993013
0.0,0.9715982
0.0,0.8400467
1.0,0.96932876
0.0,0.44465253
1.0,0.9998361
1.0,0.9955171
1.0,0.9595968
1.0,0.8731084
1.0,0.9498042
1.0,0.37671757
0.0,0.7656124
0.0,0.85629976
0.0,0.70110047
0.0,0.0016908217
0.0,0.9973984
0.0,0.03097021
1.0,0.9999927
1.0,0.77258414
0.0,0.99935967
1.0,0.88295996
0.0,0.8922316
1.0,0.9934477
1.0,0.9890058
0.0,0.5050949
0.0,0.89149636
1.0,0.99993193
0.0,0.9571719
0.0,0.9974105
1.0,0.9592704
1.0,0.99232495
0.0,0.9154681
0.0,0.11336848
1.0,0.93886346
0.0,0.5036848
0.0,0.1482703
1.0,0.9456783
0.0,0.9139518
1.0,0.9779067
0.0,0.3568178
0.0,0.95377994
1.0,0.31467867
1.0,0.99482995
0.0,0.994089
1.0,0.997136
1.0,0.26922527
1.0,0.96635365
1.0,0.99935406
1.0,0.93339795
0.0,0.97602683
0.0,0.8259246
1.0,0.7445186
1.0,0.642668
1.0,0.8735564
1.0,0.084865294
0.0,0.94910526
0.0,0.9883385
1.0,0.44719732
0.0,0.66840726
0.0,0.992845
0.0,0.9711524
1.0,0.87409735
0.0,0.7421767
0.0,0.31706968
1.0,0.95535094
0.0,0.5585998
1.0,0.97209066
0.0,0.9493187
1.0,0.9638205
0.0,0.9805414
1.0,0.98010546
0.0,0.3887602
1.0,0.017156508
1.0,0.3924523
1.0,0.72396976
1.0,0.9940527
