classe_real,predicao
1.0,0.97773004
1.0,0.9997868
1.0,0.99996245
1.0,0.9989618
0.0,1.3768501e-05
1.0,0.9998388
1.0,0.99996567
1.0,0.9999769
1.0,0.94565463
0.0,2.7922024e-05
0.0,0.05371397
0.0,0.00021719393
1.0,0.96290654
1.0,0.99152243
0.0,0.053652007
1.0,0.9999976
0.0,0.00011256238
0.0,0.74031436
0.0,0.001156077
1.0,0.9567042
0.0,0.011618474
1.0,0.99986374
1.0,0.99998486
0.0,5.778689e-07
0.0,0.00019878091
1.0,0.999653
1.0,0.99938357
1.0,0.99300826
1.0,0.9995561
0.0,5.926673e-05
0.0,0.02581937
0.0,0.0005730161
0.0,9.274682e-05
1.0,0.9999993
1.0,0.98754114
0.0,0.016518692
1.0,0.99747187
0.0,0.120174505
0.0,0.016501464
0.0,0.12673903
0.0,0.00015218939
0.0,0.0011259072
0.0,0.0019671016
0.0,0.023433696
1.0,0.7531952
1.0,0.999696
0.0,0.08413565
1.0,0.9769991
1.0,0.99986184
1.0,0.9999833
0.0,4.740247e-06
1.0,0.9377607
0.0,0.003103762
1.0,0.9999981
0.0,0.00078535866
1.0,0.99999166
0.0,0.17398153
1.0,0.96023124
1.0,0.0121677695
0.0,0.005462877
1.0,0.98665595
0.0,0.00030855008
1.0,0.9997507
0.0,0.0058619333
1.0,0.99629337
1.0,0.99999356
1.0,0.99983764
1.0,0.9999981
1.0,0.9073043
1.0,0.99732697
0.0,0.0037744255
1.0,0.9999596
0.0,0.0013699221
0.0,0.011499625
0.0,3.6293386e-05
1.0,0.99760205
1.0,0.99804986
0.0,0.69445634
1.0,0.997894
1.0,0.9999751
1.0,0.9989323
0.0,0.0013674318
1.0,0.30874625
0.0,0.00050273264
0.0,8.686218e-05
1.0,0.9016254
1.0,0.99943656
0.0,0.601112
1.0,0.99848783
1.0,0.9992261
0.0,0.063704684
1.0,0.9969813
1.0,0.983273
0.0,0.053108692
1.0,0.99984634
0.0,0.003994021
1.0,0.9962049
0.0,0.0016305689
1.0,0.99859446
0.0,2.9620805e-05
0.0,0.08771526
1.0,0.9994023
